Washington Reported Point Source Emissions (2009 – 2019),,,,,,,,,,,,,,,,
Last Updated: Jan. 2021,,,,,,,,,,,,,,,,
All Emissions Reported as Tons per Year,,,,,,,,,,,,,,,,
,,,,Criteria Pollutant Emissions (Facility Totals),,,,,,,,,,,,
2019,Dept. of Ecology Industrial Section,CLARK,Georgia-Pacific Consumer Operations LLC,33.2,30.1,4,49,42.2,221,0.1015,401 NE Adams Street,Camas,98607,45.58389,-122.40639,HAP and CAP Major
2019,Dept. of Ecology Industrial Section,COWLITZ,"WestRock Longview, LLC",151.77,135.33,180.17,1109.52,217.74,712.49,74.33,300 Fibre Way,Longview,98632,46.10361,-122.92167,HAP and CAP Major
2019,Dept. of Ecology Industrial Section,COWLITZ,Nippon Dynawave Packaging Co.,135.67,130.41,391.88,2270.78,147.55,1701.14,51.5,3401 Industrial Way,Longview,98632,46.13149,-122.97801,HAP and CAP Major
2019,Dept. of Ecology Industrial Section,COWLITZ,North Pacific Paper Company (NORPAC),7.8,7.8,0.21,4.37,234.74,165.9,0,3001 Industrial Way,Longview,98632,46.12563,-122.97629,HAP and CAP Major
2019,Dept. of Ecology Industrial Section,COWLITZ,Weyerhaeuser NR Company,0.93,0.93,0,0,11.27,0,0,2901 Industrial Way,Longview,98632,46.12651,-122.97189,HAP Major
2019,Dept. of Ecology Industrial Section,GRAYS HARBOR,"COSMO Specialty Fibers, Inc.",297.75,297.75,189,391,28,891,,1701 First St,Cosmopolis,98537,46.95567,-123.76408,HAP and CAP Major
2019,Dept. of Ecology Industrial Section,JEFFERSON,Pt Townsend Paper,46.1,5.28,75.6,499,79.06,796.5,21.50315,100 Mill Road,Port Townsend,98368,48.09519,-122.79854,HAP and CAP Major
2019,Dept. of Ecology Industrial Section,PIERCE,WestRock Tacoma Mill,211.6,208.5,222.76,1010.49,116.18,1631.54,34.2,801 E Portland Ave,Tacoma,98421,47.26167,-122.42278,HAP and CAP Major
2019,Dept. of Ecology Industrial Section,WALLA WALLA,Packaging Corporation of America,154.82,147.32,363.44,791.8,220.06,630.2,34.76,31831 W Hwy 12,Wallula,99363,46.10284,-118.91724,HAP and CAP Major
2019,Dept. of Ecology Industrial Section,WHATCOM,Alcoa Primary Metals Intalco Works,788.67,787.06,3545.95,180.99,180.7,29791.23,0,4050 Mountain View Rd,Ferndale,98248-0937,48.84722,-122.71278,HAP and CAP Major
2018,Benton Clean Air Agency,BENTON,Agrium US Inc,2.41,1.28,0,48.19,0.31,1.96,30.5,227515 E Bowles Road,Kennewick,99337,46.1661,-119.0161,CAP Major
2018,Benton Clean Air Agency,BENTON,Central Washington Asphalt - Benton City,1.3,1.1,0.2,1,1.05275,16.2,,16004 E Field Rd,Benton City,99320,46.24194,-119.46694,Synthetic Non-Major
2018,Benton Clean Air Agency,BENTON,CHS Inc. dba Connel Grain Growers,2.04,0.29,,,,,,900 E Columbia Dr,Kennewick,99336,46.21294,-119.10268,Non-Major
2018,Benton Clean Air Agency,BENTON,Columbia Crest Winery,0,0,,0.2,8.57,0.2,,"Hwy 221, Columbia Crest Dr.",Paterson,99345,48.95591,-119.60766,Non-Major
2018,Benton Clean Air Agency,BENTON,Framatome,0,0,,3.21,,,,2101 Horn Rapids Rd,Richland,99354,46.34889,-119.30028,Synthetic Non-Major
2018,Benton Clean Air Agency,BENTON,Fruitsmart,0,0,,0.3,,0.3,0,506 6th St,Prosser,99350,46.22861,-119.775,Non-Major
2018,Benton Clean Air Agency,BENTON,Granite Construction Co.,1.08,0.28,0.1,0.73,1.32,3.85,,2090 Robertson Drive,Richland,99352,46.31807,-119.29555,Non-Major
2018,Benton Clean Air Agency,BENTON,"Greenbriar  Rail Services, LLC",0.18,0.12,0.1,4,0.36,13,,228919 E Cochran Rd,Kennewick,99337,46.16111,-119.01917,Non-Major
2018,Benton Clean Air Agency,BENTON,Ingredion Incorporated,15.14,10.7,0.29,24.58,2.08,7.65,,216 University Drive,Richland,99354,46.33719,-119.26459,Non-Major
2018,Benton Clean Air Agency,BENTON,Inland Asphalt Company,4.86,4.86,3.17,3.67,2.18,8.77,,955 Lacey St,Richland,99352,46.25639,-119.27778,Non-Major
2018,Benton Clean Air Agency,BENTON,Kadlec Regional Medical Center,0.03,0.03,0.07,1.3,0.2,0.76,,888 Swift Blvd.,Richland,99352,46.28088,-119.28266,Non-Major
2018,Benton Clean Air Agency,BENTON,"Lamb Weston, Inc.",21,21,0.2,34.1,23.9,28.6,1.2,2013 Saint St,Richland,99354,46.31128,-119.29989,Synthetic Non-Major
2018,Benton Clean Air Agency,BENTON,Milne Fruit Products,0.59,0.2,0.06,14.45,0.56,8.67,0.1,804 Bennett Av,Prosser,99350,46.20194,-119.77417,Non-Major
2018,Benton Clean Air Agency,BENTON,North Central Construction Crusher #4,1.5,0.3,,,,,,16004 E Field Rd,Benton City,99320,46.24194,-119.46694,Non-Major
2018,Benton Clean Air Agency,BENTON,PROBUILD,5.3,5.3,,,12.2,,,3919 W CLEARWATER AVE,Kennewick,99336,46.21167,-119.17222,Synthetic Non-Major
2018,Benton Clean Air Agency,BENTON,Sandvik Special Metals LLC,0,0,,11.58,0.27,0.6,,235407 E. SR 397,Kennewick,99337,46.14563,-119.01199,Non-Major
2018,Benton Clean Air Agency,BENTON,Simplot Agribusiness,1.4,1.1,,,,,,227120 E Hedges Rd,Kennewick,99337,46.17363,-119.01988,Non-Major
2018,Benton Clean Air Agency,BENTON,Tessenderlo Kerley Inc,2.12,1.9,0.05,1.06,0.16,1.08,0.4,233807 Straightbank Rd.,Kennewick,99337,46.14,-119.00917,Non-Major
2018,Benton Clean Air Agency,BENTON,Tree Top Inc,0.4,0,0.4,7.28,0.8,12.22,0.25,2780 Lee Rd,Prosser,99350,46.2175,-119.7175,Synthetic Non-Major
2018,Benton Clean Air Agency,BENTON,Williams Pipeline,0.8,0.7,0.6,85.8,3.3,10.65,,42612 E. Christy Rd,Plymouth,99346,45.9303,-119.40018,CAP Major
2018,Dept. of Ecology Central Regional Office,DOUGLAS,Greater Wenatchee Regional Landfill & Recycling Center,10.51,4.05,3.1,7.6,2.92,3.1,8.38,191 Webb Road,East Wenatchee,98802,47.40368,-120.1657,CAP Major
2018,Dept. of Ecology Central Regional Office,KLICKITAT,Goldendale Generating Station,4.72,4.72,2.304025,32.943855,0.24,2.505345,2.3,600 Industrial Way,Goldendale,98620,45.81056,-120.83363,CAP Major
2018,Dept. of Ecology Central Regional Office,KLICKITAT,H.W. Hill Landfill Gas Power Plant,0.49,0.49,1.15,60.3,0,3.3,0,502 Roosevelt Grade Rd,Roosevelt,99356,45.80306,-120.16417,CAP Major
2018,Dept. of Ecology Central Regional Office,KLICKITAT,LAB Washington - Ash Recycling Facility,1.04,0.51,,,,,,500 Roosevelt Grade Rd,Roosevelt,99356,45.79686,-120.19178,HAP and CAP Major
2018,Dept. of Ecology Central Regional Office,KLICKITAT,Roosevelt Regional Landfill,85.315725,34.145725,59.75,23.83,88.25,10.24,,500 Roosevelt Grade Rd,Roosevelt,99356-0338,45.79528,-120.17806,HAP and CAP Major
2018,Dept. of Ecology Central Regional Office,KLICKITAT,SDS Lumber Company,47.09,27.14,5.19,36.13,91.3,141.51,0,123 Industrial Road,Bingen,98605,45.71056,-121.47278,CAP Major
2018,Dept. of Ecology Eastern Regional Office,GRANT,D & L Foundry,9.73,7.42,,2.58,18.76,70.74,,12970 Road 3 NE,Moses Lake,98837,47.13156,-119.21629,CAP Major
2018,Dept. of Ecology Eastern Regional Office,GRANT,SGL Composites LLC,26.06354,25.02342,3.610445,38.060355,5.38585,6.38253,6.07378,8781 Randolph Rd. NE,Moses Lake,98837,47.2089,-119.288,HAP Major
2018,Dept. of Ecology Eastern Regional Office,PEND OREILLE,Ponderay Newsprint Company,6.9,5.4,21.8,20.2,149.3,1.8,2.4,422767 SR 20,Usk,99180-9771,48.2883,-117.2716,HAP and CAP Major
2018,Dept. of Ecology Eastern Regional Office,STEVENS,Avista,47.050235,31.82005,1.4202,427.1558,27.37365,618.4445,,1151 Hwy 395 N,Kettle Falls,99141,48.62072,-118.10861,CAP Major
2018,Dept. of Ecology Eastern Regional Office,STEVENS,"Boise Cascade Wood Products, LLC Arden Lumber",13.51333,4.343325,0.022095,1.829,7.81,0.264675,,634 Hwy. 395 South,Colville,99114,48.45755,-117.88017,CAP Major
2018,Dept. of Ecology Eastern Regional Office,STEVENS,"Boise Cascade Wood Products, LLC Kettle Falls Lumber",18.6272,11.0342,0.63,31.58,91.74,80.69,,610 W. 3rd Street,Kettle Falls,99141,48.6105,-118.063,CAP Major
2018,Dept. of Ecology Eastern Regional Office,STEVENS,"Boise Cascade Wood Products, LLC Kettle Falls Plywood",51.47,40.35,0.91,13.85,35.97,11.48,,1274 S. Boise Road,Kettle Falls,99141,48.61315,-118.1157,HAP and CAP Major
2018,Dept. of Ecology Eastern Regional Office,STEVENS,Vaagen Brothers Lumber Inc,28.4,27.7,5.8,70.6,98.5,34.9,0,565 West 5th Avenue,Colville,99114,48.5485,-117.91471,HAP and CAP Major
2018,Dept. of Ecology Eastern Regional Office,WALLA WALLA,Gas Transmission Northwest Station 7,1.3,1.3,1.6,61.28,4.91,139.37,,Lyons Ferry Rd.,Starbuck,99359,46.5364,-118.2934,CAP Major
2018,Dept. of Ecology Eastern Regional Office,WALLA WALLA,Gas Transmission Northwest Station 8,3.65,3.65,2.91,151.79,5.72,225.09,,638 Lamdin Rd,Wallula,99363,46.0536,-118.8442,CAP Major
2018,Dept. of Ecology Eastern Regional Office,WHITMAN,Guy Bennett Lumber,16.52,6.73,2.1,23.54,29.97,50.6,,2050 Wilma Dr,Clarkston,99403,46.4225,-117.08519,CAP Major
2018,Dept. of Ecology Eastern Regional Office,WHITMAN,Washington State University,4.23,4.23,0.31,9.84,1.37,0.98,,WSU EH&S 2660 Grimes Way,Pullman,99164-1172,46.72947,-117.17075,CAP Major
2018,Dept. of Ecology Industrial Section,CHELAN,Alcoa Wenatchee LLC,3,3,,,,,,6200 Malaga Alcoa Hwy,Malaga,98828,47.35847,-120.13121,HAP Major
2018,Dept. of Ecology Industrial Section,CLARK,Georgia-Pacific Consumer Operations LLC,95,76,21,235,76,393,4.22,401 NE Adams Street,Camas,98607,45.58389,-122.40639,HAP and CAP Major
2018,Dept. of Ecology Industrial Section,COWLITZ,"Longview Fibre Paper and Packaging, Inc.",219.91,198.86,258.24,1091.55,246.4,454.85,81.27,300 Fibre Way,Longview,98632,46.10361,-122.92167,HAP and CAP Major
2018,Dept. of Ecology Industrial Section,COWLITZ,Nippon Dynawave Packaging Co.,144.25,133.77,327.69,2276.13,131.66,1573.76,78.4,3401 Industrial Way,Longview,98632,46.13083,-122.99056,HAP and CAP Major
2018,Dept. of Ecology Industrial Section,COWLITZ,North Pacific Paper Company (NORPAC),5.61,5.61,0.21,4.14,262.11,198.16,0,3001 Industrial Way,Longview,98632,46.12563,-122.97629,HAP and CAP Major
2018,Dept. of Ecology Industrial Section,COWLITZ,Weyerhaeuser NR Company,0.93,0.93,0,0,13.01,0,0,2901 Industrial Way,Longview,98632,46.12651,-122.97189,HAP Major
2018,Dept. of Ecology Industrial Section,GRAYS HARBOR,"COSMO Specialty Fibers, Inc.",333.46,333.46,254.9,384.2,28,811.5,,1701 First St,Cosmopolis,98537,46.95567,-123.76408,HAP and CAP Major
2018,Dept. of Ecology Industrial Section,JEFFERSON,Pt Townsend Paper,181.41,128.82,68,490,75.05,595.4,27.1,100 Mill Road,Port Townsend,98368,48.09519,-122.79854,HAP and CAP Major
2018,Dept. of Ecology Industrial Section,PIERCE,WestRock Tacoma Mill,222.61,218.61,224.48,1035.23,120.55,1393.12,34.5,801 E Portland Ave,Tacoma,98421,47.26167,-122.42278,HAP and CAP Major
2018,Dept. of Ecology Industrial Section,WALLA WALLA,Boise Paper,105.6,101.8,392.97,600.1,165.14,459.87,22.1,31831 W Hwy 12,Wallula,99363,46.10284,-118.91724,HAP and CAP Major
2018,Dept. of Ecology Industrial Section,WHATCOM,Alcoa Primary Metals Intalco Works,563.152825,561.542825,4103.082065,182.56,221.184315,26400.61,0,4050 Mountain View Rd,Ferndale,98248-0937,48.84722,-122.71278,HAP and CAP Major
2018,Dept. of Ecology Nuclear Waste Section,BENTON,U.S. Dept of Energy,1.44,1.41,1.06,20.7,6.420555,8.96,2.17011,Hanford Reservation,Richland,99352,46.278,-119.275,HAP and CAP Major
2018,Northwest Clean Air Agency,ISLAND,NAS WHIDBEY - AULT FIELD AND SEAPLANE BASE,4.2,3.9,0,11.3,37.95,9.5,0.0585,NAS WHIDBEY ISLAND - AULT FIELD AND SEAPLANE BASE,Oak Harbor,98278-3500,48.34319,-122.66936,HAP and CAP Major
2018,Northwest Clean Air Agency,SKAGIT,Air Liquide,1.39,1.39,0.07,13.28,1.64,1.32,,8581 S. Texas Road,Anacortes,98221-9340,48.46736,-122.55381,CAP Major
2018,Northwest Clean Air Agency,SKAGIT,Anacortes Wastewater Treatment Plant,0.01,0.01,0.03,0.53,,0.04,,500 T Avenue,Anacortes,98221,48.51816,-122.60661,Non-Major
2018,Northwest Clean Air Agency,SKAGIT,CHEMTRADE,0.619,0.434715,152.42465,0.48045,0.94224,0.63,,8579 N TEXAS RD,Anacortes,98221-8603,48.4789,-122.55816,CAP Major
2018,Northwest Clean Air Agency,SKAGIT,Diamond Fiberglass Northwest,0,0,0,0,5.66,0,0,750 S SPRUCE ST,Burlington,98233-0428,48.4699,-122.33078,HAP Major
2018,Northwest Clean Air Agency,SKAGIT,Linde Gas North America,1.51,1.38,0.77,9.93,2.73,3.19,1.51,8579 S. Texas Road,Anacortes,98221,48.46571,-122.55612,CAP Major
2018,Northwest Clean Air Agency,SKAGIT,NORDIC TUGS INC,0,0,0,0,0,0,0,11367 HIGGINS AIRPORT WAY,Burlington,98233-5309,48.47948,-122.41996,HAP Major
2018,Northwest Clean Air Agency,SKAGIT,NORTHWEST PIPELINE GP MT VERNON,3.65,3.65,0.59,138.06,8.39,114.48,0,15498 LANGE RD,Mount Vernon,98273-8537,48.41333,-122.20917,HAP and CAP Major
2018,Northwest Clean Air Agency,SKAGIT,PACIFIC WOODTECH,2.432115,1.22006,,2.36,47.8,3.22,,1850 PARK LANE,Burlington,98233-0465,48.61472,-122.34028,HAP Major
2018,Northwest Clean Air Agency,SKAGIT,PSE FREDONIA,6.56,6.56,1.43,270.1,1.96,2.97,0.07,13085 Ball Road,Mount Vernon,98273-8201,48.455,-122.434,CAP Major
2018,Northwest Clean Air Agency,SKAGIT,SHELL PUGET SOUND REFINERY,191.34,191.34,228.21,1146.11,461.55,549.89,4.2905,8505 SOUTH TEXAS ROAD,Anacortes,98221-9340,48.46661,-122.56197,CAP Major
2018,Northwest Clean Air Agency,SKAGIT,SIERRA PACIFIC INDUSTRIES,27.5,17.2,1.82,118.4,65.12,196.5,4.4,14353 Mcfarland Road,Mount Vernon,98273-8232,48.4484,-122.43403,HAP and CAP Major
2018,Northwest Clean Air Agency,SKAGIT,TESORO NORTHWEST COMPANY,135.9,132.7,79.6,1877.8,851.5,451.8,2.2,10200 W MARCH POINT RD,Anacortes,98221-8662,48.49722,-122.56417,HAP and CAP Major
2018,Northwest Clean Air Agency,WHATCOM,BP CHERRY POINT REFINERY,129.95,129.95,726.36,1819.92,417.01,289.15,0.0972,4519 GRANDVIEW RD,Blaine,98230-9640,48.89194,-122.73453,HAP and CAP Major
2018,Northwest Clean Air Agency,WHATCOM,"CHEMCO, INC.",0.00146,0,0,0.46,16.83387,0.39,0,4191 GRANDVIEW ROAD,Ferndale,98248-8540,48.89297,-122.7026,HAP Major
2018,Northwest Clean Air Agency,WHATCOM,"ERSHIGS, INC.",0.04,0.04,0,0.47,27.62,0.14,,742 MARINE DRIVE,Bellingham,98227-1707,48.88861,-122.5244,HAP Major
2018,Northwest Clean Air Agency,WHATCOM,Lehigh Cement Company,3.94,1.7,,,,,,741 Marine Drive,Bellingham,98225,48.76913,-122.52457,Synthetic Non-Major
2018,Northwest Clean Air Agency,WHATCOM,MAAX US CORP,0,0,,,19.46,,,2150 DIVISION ST,Bellingham,98226-9142,48.79803,-122.44739,HAP Major
2018,Northwest Clean Air Agency,WHATCOM,NORTHWEST PIPELINE GP SUMAS,4.33,4.33,10,216.7,8.72,21.87,0,4738 JONES RD,Sumas,98295-9405,49.00038,-122.22006,HAP and CAP Major
2018,Northwest Clean Air Agency,WHATCOM,PHILLIPS 66 Ferndale Refinery,59,53,43,691,862,154,5,3901 UNICK RD,Ferndale,98248-9003,48.83389,-122.69056,CAP Major
2018,Northwest Clean Air Agency,WHATCOM,Post Point Pollution Control Plant,0.04,0.04,0.13,11.9,3.2,18.8,,200 McKenzie Street,Bellingham,98225-7039,48.71887,-122.51467,Non-Major
2018,Northwest Clean Air Agency,WHATCOM,PSE ENCOGEN GENERATING STATION,6.2,6.2,1.5,23.7,0.3,5.9,8.1,915 CORNWALL AVE,Bellingham,98225-5030,48.74556,-122.48333,CAP Major
2018,Northwest Clean Air Agency,WHATCOM,PSE Ferndale Generating Station,19.73,19.73,6,63.26,7.25,8.4,2.08,5105 LAKE TERRELL RD,Ferndale,98248-9596,48.84083,-122.68723,CAP Major
2018,Northwest Clean Air Agency,WHATCOM,PSE SUMAS,6.7,6.7,1.9,20.7,0,3.1,13.8,1340 THOMPSON LANE,Sumas,98295,48.99028,-122.27361,HAP Major
2018,Northwest Clean Air Agency,WHATCOM,PSE WHITEHORN,2.76,2.76,0.76,139.12,0.87,12.63,0,4930 Brown Road,Blaine,98230-9063,48.8853,-122.75116,CAP Major
2018,Olympic Region Clean Air Agency,CLALLAM,McKinley Paper Company,0,0,,,0,,,1902 Marine Dr,Port Angeles,98362,48.135179,-123.466428,HAP and CAP Major
2018,Olympic Region Clean Air Agency,GRAYS HARBOR,Ascensus Specialty Chemicals LLC,0.0901,0.0801,0.1411,11.62,12.192,12.78,,4800 State Rt 12,Elma,98541,46.99747,-123.38224,Synthetic Non-Major
2018,Olympic Region Clean Air Agency,GRAYS HARBOR,Grays Harbor Energy,21.02,21.02,4.4,82.6,2.4,10.1,12.6165,401 Keys Rd,Elma,98541,46.967565,-123.481109,CAP Major
2018,Olympic Region Clean Air Agency,GRAYS HARBOR,Paneltech,0.02,0.015,0.02,3.4,41.79,2.9,,2999 John - Stevens Wy,Hoquiam,98550,46.97085,-123.85647,HAP Major
2018,Olympic Region Clean Air Agency,GRAYS HARBOR,Sierra Pacific Industries - Cogeneration,5.3016,3.5014,0.92,109.16,6.32,221.27,8.0895,301 Hagara St,Aberdeen,98520,46.973,-123.77583,CAP Major
2018,Olympic Region Clean Air Agency,GRAYS HARBOR,Sierra Pacific Industries-Lumber Mill,22.33,13.053,,,95.95,,,301 Hagara St,Aberdeen,98520,46.97305,-123.77521,HAP Major
2018,Olympic Region Clean Air Agency,GRAYS HARBOR,Simpson Door Co,27.003,27.003,0.1,0.8,0.06,0.5,,400 Simpson Ave,Mccleary,98557,47.0595,-123.2664,Unknown
2018,Olympic Region Clean Air Agency,GRAYS HARBOR,Westport LLC,0,0,,,11.47,,,1807 Nyhus St,Westport,98595,46.9057,-124.10851,HAP Major
2018,Olympic Region Clean Air Agency,MASON,Sierra Pacific Industries - Shelton,25,15.98,0.2,49,112.7,67,,3rd & Franklin,Shelton,98584,47.21233,-123.09561,HAP and CAP Major
2018,Olympic Region Clean Air Agency,PACIFIC,Weyerhaeuser NR Raymond Lumbermill,14.7,8.5,1.4,24.1,58.2,3.9,,51 Ellis St,Raymond,98577,46.69141,-123.74111,HAP and CAP Major
2018,Olympic Region Clean Air Agency,THURSTON,Aquatic Co,0,0,,,18.45,,,801 Northern Pacific,Yelm,98597,46.95048,-122.59767,HAP and CAP Major
2018,Olympic Region Clean Air Agency,THURSTON,Crown Cork & Seal Co Inc,0.46,0.46,0.002,3.87,218.7,0.81,,1202 Fones Rd,Olympia,98501,47.0397,-122.84559,CAP Major
2018,Puget Sound Clean Air Agency,KING,Ardagh Glass Inc.,82.235,79.2675,89.9195,167.594,26.0025,36.3095,,5801 E Marginal Way S,Seattle,98134,47.5507,-122.3369,HAP Major
2018,Puget Sound Clean Air Agency,KING,Ash Grove Cement Company,16.1635,10.007,67.471,1158.9945,2.6745,1076.1675,12.7425,3801 E Marginal Way S,Seattle,98134-1113,47.56799,-122.34255,Unknown
2018,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Auburn,7.9105,5.471,0.2745,77.3135,121.14,28.616,0.006,700 15th St SW,Auburn,98002,47.282303,-122.238361,HAP Major
2018,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Renton,1.399,1.396,0.11,41.0365,277.254,0,1.028,737 Logan Ave N  Bldg 4-88 (5th & Logan),Renton,98055,47.492662,-122.208773,HAP Major
2018,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Seattle,1.476,1.4675,0.2965,19.402,131.966,0,0.5755,7700 E Marginal Wy S,Seattle,98108,47.53507,-122.313656,Unknown
2018,Puget Sound Clean Air Agency,KING,Enwave,0,0,0,162.679,0,48.747,0,1319 Western Ave,Seattle,98101,47.605944,-122.336118,Unknown
2018,Puget Sound Clean Air Agency,KING,Franz Seattle Division - 6th Ave.,0,0,,0,51.3345,,0,2901 6th Ave S,Seattle,98134,47.577453,-122.326107,
2018,Puget Sound Clean Air Agency,KING,Franz Seattle Division - Weller St.,0,0,,,104.3445,,,2006 S Weller St,Seattle,98144,47.597568,-122.304299,
2018,Puget Sound Clean Air Agency,KING,Kenworth Truck Co - Renton,0.2155,0.2155,0.017,2.837,66.322,2.383,0,1601 N 8th St,Renton,98057,47.496361,-122.195932,
2018,Puget Sound Clean Air Agency,KING,King Co Ntrl Res Wastewater Treatment,1.2865,0,7.89,20.501,6.168,42.875,,1400 Discovery Park Blvd (West Point),Seattle,98199,47.661343,-122.431308,HAP Major
2018,Puget Sound Clean Air Agency,KING,King Co Solid Waste Op Sec Cedar Hills,0,0,0,0,0,0,,16645 228th Ave SE,Maple Valley,98038,47.4561,-122.0437,HAP Major
2018,Puget Sound Clean Air Agency,KING,Nucor Steel Seattle Inc,0,0,67.2305,167.033,0,297.908,,2424 SW Andover St,Seattle,98106,47.5703,-122.3676,HAP Major
2018,Puget Sound Clean Air Agency,KING,Rexam Beverage Can Co DBA Ball Corp.,0.3325,0,0.026,4.3735,170.5775,3.674,,1220 2nd Ave N,Kent,98032,47.396549,-122.233403,HAP Major
2018,Puget Sound Clean Air Agency,KING,"Vigor Shipyards, Inc",0.289,0.08,0.0045,0.748,3.2945,0.628,0.024,1801 16th Ave SW,Seattle,98134,47.58608,-122.35552,Unknown
2018,Puget Sound Clean Air Agency,KING,Washington University of  Power Plant & Hospital,0,0,0,132.62,0,45.191,0,"Plant Operations, Box 352160",Seattle,98195-2610,47.651521,-122.30499,
2018,Puget Sound Clean Air Agency,KITSAP,US Navy Puget Sound Naval Shipyard PSNS,21.0235,2.9435,,0,107.7385,,0,1400 Farragut Ave,Bremerton,98314,47.5602,-122.6368,HAP Major
2018,Puget Sound Clean Air Agency,PIERCE,"Arclin Surfaces, LLC",0,0,,,17.322,,0,2144 Milwaukee Way,Tacoma,98421-2706,47.248079,-122.403195,
2018,Puget Sound Clean Air Agency,PIERCE,"Boeing Commercial Airplane, Frederickson",1.3635,1.3635,0.108,17.94,42.4805,15.07,0,18001 Canyon Rd E,Puyallup,98375,47.086178,-122.344276,Unknown
2018,Puget Sound Clean Air Agency,PIERCE,Carlisle Construction Materials Incorporated,0,0,,,103.0445,,,19727 57th Ave E,Puyallup,98375,47.075893,-122.352651,
2018,Puget Sound Clean Air Agency,PIERCE,Emerald City Renewables LLC,8.6565,8.6565,12.548,39.2605,5.936,214.026,,30919 Meridian St E,Graham,98338,46.974656,-122.292485,
2018,Puget Sound Clean Air Agency,PIERCE,Frederickson Power LP,24.3,0,1.5,27.1,11.3,0.1,0,18610 50th Ave E,Tacoma,98446,47.086227,-122.365678,
2018,Puget Sound Clean Air Agency,PIERCE,Georgia-Pacific Gypsum LLC,29.308,29.308,,43.4305,0,96.281,,1240 Alexander Ave E,Tacoma,98421-4104,47.269558,-122.394869,Unknown
2018,Puget Sound Clean Air Agency,PIERCE,Graymont Western US Inc,9.7715,3.741,0,0,0,0,0,1220 Alexander Ave,Tacoma,98421,47.271365,-122.397262,HAP Major
2018,Puget Sound Clean Air Agency,PIERCE,"Pacific Crest Industries, Inc. dba Bellmont Cabinets Company",0,0,,,135.086,,0,13610 52nd St E,Sumner,98390,47.210075,-122.248765,
2018,Puget Sound Clean Air Agency,PIERCE,Pierce Co Recycling Composting and Disposal LLC,0,0,0,0,0,33.167,,30919 Meridian St E,Graham,98338,46.971045,-122.293929,
2018,Puget Sound Clean Air Agency,PIERCE,Puget Sound Energy Frederickson,2.8955,2.8955,0.8295,54.678,0.914,13.2095,0,4714 192nd St E,Tacoma,98446,47.081972,-122.367684,
2018,Puget Sound Clean Air Agency,PIERCE,Toray Composites Materials America,0,0,,,59.4345,,,19002 50th Ave E,Tacoma,98446,47.087462,-122.361335,HAP Major
2018,Puget Sound Clean Air Agency,PIERCE,US Oil & Refining Co,11.5645,0,6.5105,116.2205,178.3745,55.2885,46.1895,3001 Marshall Ave,Tacoma,98421,47.255334,-122.393378,HAP Major
2018,Puget Sound Clean Air Agency,SNOHOMISH,Boeing Commercial Airplane Group - Everett,5.2285,0,0.465,79.922,410.2565,46.6385,1.6625,3003 W Casino Rd,Everett,98201,47.919607,-122.277239,HAP Major
2018,Puget Sound Clean Air Agency,SNOHOMISH,Hampton Lumber Mills Washington Inc,15.5205,0,11.39,68.939,70.8335,73.03,0,46921 288th NE Sauk Prairie Rd,Darrington,98241,48.2636,-121.5974,
